"","WorkerID","Trial","TimeStamp","Condition","ConditionID","Question","Response","RT"
"14643",303,9,1497488195703," 4"," Identity1","a","a"," 3236"
"14651",379,8,1497488109243," 0"," Successor1","b","c"," 4985"
"14652",379,9,1497488116597," 0"," Successor1","a","b"," 5546"
"14660",530,8,1497489071680," 4"," Identity1","a","b"," 7773"
"14661",530,9,1497489089037," 4"," Identity1","b","b"," 14572"
"14669",95,8,1497491673450," 3"," Constant2","d","c"," 10044"
"14670",95,9,1497491679381," 3"," Constant2","b","c"," 4863"
"14671",95,10,1497491683235," 3"," Constant2","c","a"," 2850"
"14672",95,11,1497491686768," 3"," Constant2","a","c"," 2399"
"14680",486,8,1497494060188," 2"," Constant1","a","c"," 10821"
"14681",486,9,1497494069240," 2"," Constant1","b","a"," 7291"
"14689",561,8,1497539709722," 1"," Successor2","a","b"," 5392"
"14690",561,9,1497539718321," 1"," Successor2","b","c"," 6198"
"14691",561,10,1497539723688," 1"," Successor2","c","d"," 3847"
"14705",243,8,1497539813572," 1"," Successor2","a","b"," 14591"
"14706",243,9,1497539831422," 1"," Successor2","c","a"," 16752"
"14707",243,10,1497539839424," 1"," Successor2","b","c"," 6916"
"14715",620,8,1497539757236," 0"," Successor1","b","a"," 6615"
"14716",620,9,1497539764010," 0"," Successor1","a","b"," 5516"
"14724",353,8,1497539783484," 3"," Constant2","b","c"," 6008"
"14725",353,9,1497539787735," 3"," Constant2","a","c"," 3466"
"14726",353,10,1497539791924," 3"," Constant2","c","d"," 3642"
"14727",353,11,1497539795669," 3"," Constant2","d","c"," 3025"
"14735",1,8,1497539820370," 2"," Constant1","b","d"," 7347"
"14736",1,9,1497539824751," 2"," Constant1","a","c"," 2095"
"14744",61,8,1497539869126," 2"," Constant1","a","c"," 6369"
"14745",61,9,1497539887737," 2"," Constant1","b","a"," 15589"
"14753",450,8,1497539786116," 1"," Successor2","b","d"," 8279"
"14754",450,9,1497539790930," 1"," Successor2","c","b"," 4072"
"14755",450,10,1497539794382," 1"," Successor2","a","b"," 2870"
"14763",371,8,1497539883834," 3"," Constant2","b","c"," 18589"
"14764",371,9,1497539930261," 3"," Constant2","c","d"," 44626"
"14765",371,10,1497539938513," 3"," Constant2","d","c"," 5800"
"14766",371,11,1497539942325," 3"," Constant2","a","c"," 2643"
"14774",503,8,1497539939887," 0"," Successor1","b","c"," 12478"
"14775",503,9,1497539950590," 0"," Successor1","a","b"," 8627"
"14783",206,8,1497540004416," 4"," Identity1","b","b"," 9323"
"14784",206,9,1497540019973," 4"," Identity1","a","a"," 5587"
"14792",396,8,1497539896669," 1"," Successor2","c","d"," 8420"
"14793",396,9,1497539904500," 1"," Successor2","a","b"," 6245"
"14794",396,10,1497539910500," 1"," Successor2","b","c"," 4829"
"14802",291,8,1497539909363," 3"," Constant2","a","c"," 6847"
"14803",291,9,1497539923562," 3"," Constant2","b","c"," 3696"
"14804",291,10,1497539929003," 3"," Constant2","c","e"," 4976"
"14805",291,11,1497539933674," 3"," Constant2","d","e"," 3551"
"14813",508,8,1497539974535," 2"," Constant1","b","d"," 17895"
"14814",508,9,1497539986541," 2"," Constant1","a","d"," 7687"
"14822",623,8,1497540061574," 4"," Identity1","a","c"," 18147"
"14823",623,9,1497540074227," 4"," Identity1","b","c"," 9210"
"14831",566,8,1497539959521," 0"," Successor1","b","b"," 3810"
"14832",566,9,1497539964113," 0"," Successor1","a","c"," 3635"
"14840",459,8,1497540017096," 1"," Successor2","b","c"," 15855"
"14841",459,9,1497540021495," 1"," Successor2","a","b"," 3190"
"14842",459,10,1497540025321," 1"," Successor2","c","d"," 2618"
"14850",228,8,1497540009416," 0"," Successor1","a","b"," 4029"
"14851",228,9,1497540018592," 0"," Successor1","b","c"," 5860"
"14859",68,8,1497540157374," 2"," Constant1","a","c"," 12145"
"14860",68,9,1497540164600," 2"," Constant1","b","d"," 6514"
"14868",511,8,1497540021529," 3"," Constant2","b","c"," 2935"
"14869",511,9,1497540026248," 3"," Constant2","a","e"," 4016"
"14870",511,10,1497540031328," 3"," Constant2","d","b"," 3150"
"14871",511,11,1497540035576," 3"," Constant2","c","d"," 3384"
"14879",632,8,1497540008691," 4"," Identity1","b","b"," 4252"
"14880",632,9,1497540014763," 4"," Identity1","a","a"," 4799"
"14888",487,8,1497540085699," 0"," Successor1","a","b"," 4070"
"14889",487,9,1497540103282," 0"," Successor1","b","c"," 8944"
"14897",607,8,1497540082616," 2"," Constant1","a","c"," 4181"
"14898",607,9,1497540087358," 2"," Constant1","b","a"," 4064"
"14906",569,8,1497540184208," 3"," Constant2","b","c"," 4888"
"14907",569,9,1497540195831," 3"," Constant2","c","d"," 9853"
"14908",569,10,1497540212705," 3"," Constant2","d","c"," 8600"
"14909",569,11,1497540216860," 3"," Constant2","a","c"," 2589"
"14917",456,8,1497540140117," 1"," Successor2","c","d"," 5844"
"14918",456,9,1497540150105," 1"," Successor2","b","c"," 8834"
"14919",456,10,1497540153721," 1"," Successor2","a","b"," 2394"
"14927",45,8,1497540161657," 4"," Identity1","b","c"," 8063"
"14928",45,9,1497540171289," 4"," Identity1","a","a"," 7128"
"14936",544,8,1497540240931," 3"," Constant2","c","a"," 16845"
"14937",544,9,1497540253098," 3"," Constant2","a","c"," 9707"
"14938",544,10,1497540257994," 3"," Constant2","b","c"," 2755"
"14939",544,11,1497540267987," 3"," Constant2","d","c"," 8408"
"14947",480,8,1497540210632," 0"," Successor1","b","c"," 7835"
"14948",480,9,1497540217197," 0"," Successor1","a","b"," 5104"
"14956",50,8,1497540272445," 4"," Identity1","b","c"," 9374"
"14957",50,9,1497540275733," 4"," Identity1","a","a"," 2099"
"14965",485,8,1497540360485," 2"," Constant1","b","d"," 6767"
"14966",485,9,1497540366403," 2"," Constant1","a","d"," 4327"
"14974",361,8,1497540240611," 1"," Successor2","a","b"," 11776"
"14975",361,9,1497540252348," 1"," Successor2","c","d"," 10088"
"14976",361,10,1497540255868," 1"," Successor2","b","c"," 2249"
"14984",479,8,1497540360055," 1"," Successor2","c","d"," 6753"
"14985",479,9,1497540365952," 1"," Successor2","a","b"," 3718"
"14986",479,10,1497540371061," 1"," Successor2","b","c"," 3686"
"14994",43,8,1497540304882," 2"," Constant1","b","d"," 14708"
"14995",43,9,1497540314009," 2"," Constant1","a","c"," 7605"
"15003",46,8,1497540567503," 4"," Identity1","a","a"," 8346"
"15004",46,9,1497540579249," 4"," Identity1","b","c"," 9066"
"15012",475,8,1497540624389," 0"," Successor1","b","b"," 4443"
"15013",475,9,1497540631660," 0"," Successor1","a","c"," 3425"
"15021",564,8,1497540878070," 3"," Constant2","d","c"," 38148"
"15022",564,9,1497540903744," 3"," Constant2","b","c"," 17845"
"15023",564,10,1497540934557," 3"," Constant2","c","c"," 28958"
"15024",564,11,1497540947195," 3"," Constant2","a","c"," 11160"
"15032",268,8,1497540940929," 4"," Identity1","b","b"," 3831"
"15033",268,9,1497540949680," 4"," Identity1","a","a"," 7631"
"15041",122,8,1497540977820," 2"," Constant1","b","a"," 11556"
"15042",122,9,1497540984867," 2"," Constant1","a","a"," 5423"
"15050",4,8,1497541133531," 0"," Successor1","b","c"," 7036"
"15051",4,9,1497541139085," 0"," Successor1","a","b"," 3352"
"15059",76,8,1497541892295," 4"," Identity1","b","b"," 3996"
"15060",76,9,1497541897145," 4"," Identity1","a","a"," 2833"
"15068",105,8,1497541939551," 1"," Successor2","b","d"," 6156"
"15069",105,9,1497541949250," 1"," Successor2","a","b"," 8532"
"15070",105,10,1497541955147," 1"," Successor2","c","d"," 4461"
"15078",125,8,1497541943878," 3"," Constant2","c","e"," 8513"
"15079",125,9,1497541952582," 3"," Constant2","d","a"," 7529"
"15080",125,10,1497541960444," 3"," Constant2","b","e"," 5575"
"15081",125,11,1497541968646," 3"," Constant2","a","c"," 7201"
"15089",47,8,1497541948455," 4"," Identity1","b","b"," 3753"
"15090",47,9,1497541951953," 4"," Identity1","a","a"," 2177"
"15098",567,8,1497542141938," 2"," Constant1","a","c"," 5332"
"15099",567,9,1497542149656," 2"," Constant1","b","d"," 6067"
"15107",405,8,1497542466409," 0"," Successor1","a","b"," 8731"
"15108",405,9,1497542485070," 0"," Successor1","b","c"," 17552"
"15116",615,8,1497542536650," 3"," Constant2","a","c"," 10021"
"15117",615,9,1497542549946," 3"," Constant2","d","a"," 10850"
"15118",615,10,1497542554613," 3"," Constant2","b","c"," 3436"
"15119",615,11,1497542570302," 3"," Constant2","c","b"," 14053"
"15127",314,8,1497542630266," 1"," Successor2","c","d"," 9085"
"15128",314,9,1497542637017," 1"," Successor2","a","b"," 4756"
"15129",314,10,1497542645192," 1"," Successor2","b","c"," 3405"
"15137",88,8,1497542907039," 3"," Constant2","a","c"," 14104"
"15138",88,9,1497542919095," 3"," Constant2","d","e"," 10828"
"15139",88,10,1497542932281," 3"," Constant2","c","a"," 12017"
"15140",88,11,1497542937547," 3"," Constant2","b","c"," 4067"
"15148",305,8,1497543396096," 2"," Constant1","a","c"," 5604"
"15149",305,9,1497543412365," 2"," Constant1","b","d"," 13742"
"15157",82,8,1497543692760," 4"," Identity1","a","a"," 5738"
"15158",82,9,1497543706103," 4"," Identity1","b","b"," 12019"
"15166",204,8,1497544393083," 0"," Successor1","a","b"," 11170"
"15167",204,9,1497544401889," 0"," Successor1","b","a"," 8125"
"15181",119,8,1497546096702," 1"," Successor2","a","b"," 8049"
"15182",119,9,1497546106348," 1"," Successor2","c","d"," 5720"
"15183",119,10,1497546113740," 1"," Successor2","b","c"," 5063"
"15191",498,8,1497546085673," 4"," Identity1","b","b"," 13383"
"15192",498,9,1497546093576," 4"," Identity1","a","a"," 4744"
"15211",89,8,1497546295152," 0"," Successor1","a","b"," 17076"
"15212",89,9,1497546304033," 0"," Successor1","b","c"," 7171"
"15220",137,8,1497546564243," 3"," Constant2","a","c"," 3137"
"15221",137,9,1497546589434," 3"," Constant2","c","b"," 20999"
"15222",137,10,1497546596122," 3"," Constant2","d","c"," 5112"
"15223",137,11,1497546600922," 3"," Constant2","b","c"," 3015"
"15231",633,8,1497546978155," 2"," Constant1","b","d"," 13138"
"15232",633,9,1497546992909," 2"," Constant1","a","b"," 11733"
"15240",235,8,1497547056942," 2"," Constant1","a","c"," 7236"
"15241",235,9,1497547077765," 2"," Constant1","b","a"," 18993"
"15249",40,8,1497547036348," 4"," Identity1","b","b"," 5128"
"15250",40,9,1497547041500," 4"," Identity1","a","a"," 3456"
"15258",611,8,1497547392575," 0"," Successor1","b","c"," 9830"
"15259",611,9,1497547401686," 0"," Successor1","a","b"," 7720"
"15267",339,8,1497547488216," 1"," Successor2","b","c"," 10796"
"15268",339,9,1497547493296," 1"," Successor2","a","b"," 3356"
"15269",339,10,1497547497595," 1"," Successor2","c","d"," 3541"
"15278",270,8,1497547701394," 3"," Constant2","c","d"," 19269"
"15279",270,9,1497547709140," 3"," Constant2","a","c"," 4846"
"15280",270,10,1497547713762," 3"," Constant2","b","c"," 3491"
"15281",270,11,1497547718898," 3"," Constant2","d","e"," 3995"
"15289",37,8,1497548176171," 1"," Successor2","b","c"," 7232"
"15290",37,9,1497548180762," 1"," Successor2","a","b"," 2632"
"15291",37,10,1497548186658," 1"," Successor2","c","d"," 4600"
"15299",182,8,1497548603677," 2"," Constant1","a","c"," 10655"
"15300",182,9,1497548624748," 2"," Constant1","b","d"," 19288"
"15308",518,8,1497549137389," 4"," Identity1","b","b"," 8327"
"15309",518,9,1497549154238," 4"," Identity1","a","b"," 10966"
"15317",248,8,1497549299777," 0"," Successor1","b","b"," 6055"
"15318",248,9,1497549305002," 0"," Successor1","a","b"," 3576"
"15326",457,8,1497549206571," 1"," Successor2","c","d"," 5848"
"15327",457,9,1497549219827," 1"," Successor2","b","c"," 12253"
"15328",457,10,1497549224266," 1"," Successor2","a","b"," 3011"
"15336",548,8,1497549827427," 0"," Successor1","a","b"," 6703"
"15337",548,9,1497549839530," 0"," Successor1","b","c"," 10159"
"15345",35,8,1497549690116," 3"," Constant2","d","c"," 9090"
"15346",35,9,1497549697653," 3"," Constant2","b","c"," 6318"
"15347",35,10,1497549707736," 3"," Constant2","c","c"," 8959"
"15348",35,11,1497549713315," 3"," Constant2","a","c"," 4839"
"15356",161,8,1497550765975," 1"," Successor2","c","d"," 15333"
"15357",161,9,1497550772842," 1"," Successor2","b","c"," 5183"
"15358",161,10,1497550779243," 1"," Successor2","a","b"," 4423"
"15366",553,8,1497550735730," 4"," Identity1","b","b"," 7361"
"15367",553,9,1497550742581," 4"," Identity1","a","a"," 5368"
"15375",208,8,1497550745379," 2"," Constant1","a","c"," 5374"
"15376",208,9,1497550751562," 2"," Constant1","b","d"," 5294"
"15384",374,8,1497550884414," 1"," Successor2","c","d"," 8139"
"15385",374,9,1497550895070," 1"," Successor2","a","b"," 8329"
"15386",374,10,1497550898142," 1"," Successor2","b","c"," 2336"
"15394",66,8,1497550878467," 2"," Constant1","a","c"," 15897"
"15395",66,9,1497550887770," 2"," Constant1","b","d"," 8492"
"15403",636,8,1497551032038," 3"," Constant2","c","a"," 5607"
"15404",636,9,1497551034712," 3"," Constant2","a","b"," 788"
"15405",636,10,1497551038358," 3"," Constant2","d","e"," 2908"
"15406",636,11,1497551041394," 3"," Constant2","b","b"," 2136"
"15414",419,8,1497551188647," 0"," Successor1","b","c"," 4774"
"15415",419,9,1497551199029," 0"," Successor1","a","b"," 6060"
"15423",256,8,1497551266470," 4"," Identity1","b","c"," 10335"
"15424",256,9,1497551279622," 4"," Identity1","a","c"," 11003"
"15432",306,8,1497551325562," 3"," Constant2","a","c"," 22036"
"15433",306,9,1497551346553," 3"," Constant2","d","c"," 18235"
"15434",306,10,1497551351582," 3"," Constant2","b","c"," 3624"
"15435",306,11,1497551385021," 3"," Constant2","c","d"," 32678"
"15444",197,8,1497551675668," 0"," Successor1","a","b"," 6969"
"15445",197,9,1497551692183," 0"," Successor1","b","c"," 10130"
"15453",546,8,1497551743871," 1"," Successor2","c","d"," 11104"
"15454",546,9,1497551750334," 1"," Successor2","a","b"," 4694"
"15455",546,10,1497551755083," 1"," Successor2","b","c"," 3411"
"15463",547,8,1497552200972," 2"," Constant1","b","a"," 6499"
"15464",547,9,1497552206587," 2"," Constant1","a","c"," 4052"
"15472",183,8,1497552327554," 4"," Identity1","a","a"," 6724"
"15473",183,9,1497552334753," 4"," Identity1","b","b"," 5361"
"15481",149,8,1497552393420," 3"," Constant2","a","c"," 4921"
"15482",149,9,1497552403899," 3"," Constant2","d","c"," 8780"
"15483",149,10,1497552411016," 3"," Constant2","b","c"," 3148"
"15484",149,11,1497552424150," 3"," Constant2","c","c"," 12182"
"15492",588,8,1497552422734," 3"," Constant2","a","c"," 28515"
"15493",588,9,1497552428318," 3"," Constant2","c","d"," 4391"
"15494",588,10,1497552437492," 3"," Constant2","d","b"," 4872"
"15495",588,11,1497552442926," 3"," Constant2","b","a"," 4466"
"15503",269,8,1497552415301," 4"," Identity1","a","a"," 2773"
"15504",269,9,1497552418173," 4"," Identity1","b","b"," 1657"
"15512",504,8,1497552495957," 2"," Constant1","a","c"," 3615"
"15513",504,9,1497552502797," 2"," Constant1","b","d"," 4368"
"15521",155,8,1497552641978," 1"," Successor2","c","d"," 4937"
"15522",155,9,1497552646907," 1"," Successor2","a","b"," 3468"
"15523",155,10,1497552650701," 1"," Successor2","b","c"," 2386"
"15532",540,8,1497552799360," 0"," Successor1","a","b"," 5999"
"15533",540,9,1497552808367," 0"," Successor1","b","c"," 7479"
"15541",318,8,1497552754413," 3"," Constant2","d","c"," 10111"
"15542",318,9,1497552764493," 3"," Constant2","a","c"," 4547"
"15543",318,10,1497552772682," 3"," Constant2","c","b"," 5445"
"15544",318,11,1497552777945," 3"," Constant2","b","c"," 3710"
"15552",532,8,1497552961211," 4"," Identity1","a","a"," 6250"
"15553",532,9,1497552966133," 4"," Identity1","b","b"," 3596"
"15561",157,8,1497553399587," 0"," Successor1","b","c"," 9523"
"15562",157,9,1497553410852," 0"," Successor1","a","b"," 9463"
"15570",496,8,1497553787740," 1"," Successor2","a","c"," 22887"
"15571",496,9,1497553796496," 1"," Successor2","c","c"," 7063"
"15572",496,10,1497553803278," 1"," Successor2","b","c"," 4088"
"15580",562,8,1497553841329," 2"," Constant1","a","c"," 6344"
"15581",562,9,1497553851622," 2"," Constant1","b","d"," 8701"
"15589",139,8,1497555423244," 2"," Constant1","a","c"," 10709"
"15590",139,9,1497555466551," 2"," Constant1","b","d"," 36861"
"15598",174,8,1497554425466," 1"," Successor2","b","c"," 13757"
"15599",174,9,1497554443810," 1"," Successor2","c","a"," 15623"
"15600",174,10,1497554448033," 1"," Successor2","a","d"," 3190"
"15608",254,8,1497555288266," 4"," Identity1","b","b"," 11985"
"15609",254,9,1497555291210," 4"," Identity1","a","a"," 2400"
"15617",492,8,1497556287267," 3"," Constant2","b","c"," 13677"
"15618",492,9,1497556300380," 3"," Constant2","a","c"," 5947"
"15619",492,10,1497556312503," 3"," Constant2","c","e"," 10184"
"15620",492,11,1497556338147," 3"," Constant2","d","e"," 24489"
"15627",521,8,1497556508218," 0"," Successor1","a","b"," 9528"
"15628",521,9,1497556520700," 0"," Successor1","b","c"," 11098"
"15636",289,8,1497556450425," 2"," Constant1","a","c"," 6948"
"15637",289,9,1497556458125," 2"," Constant1","b","d"," 6129"
"15645",478,8,1497556924051," 3"," Constant2","c","e"," 37939"
"15646",478,9,1497556943754," 3"," Constant2","b","c"," 17863"
"15647",478,10,1497556953567," 3"," Constant2","d","c"," 7943"
"15648",478,11,1497556965031," 3"," Constant2","a","c"," 9437"
"15656",595,8,1497557168521," 0"," Successor1","b","c"," 8345"
"15657",595,9,1497557174253," 0"," Successor1","a","c"," 4363"
"15665",170,8,1497558664719," 4"," Identity1","a","a"," 4869"
"15666",170,9,1497558674096," 4"," Identity1","b","b"," 7487"
"15674",555,8,1497558674546," 1"," Successor2","c","d"," 18906"
"15675",555,9,1497558691845," 1"," Successor2","b","c"," 15865"
"15676",555,10,1497558701750," 1"," Successor2","a","b"," 8608"
"15684",272,8,1497559033206," 3"," Constant2","b","c"," 3791"
"15685",272,9,1497559038076," 3"," Constant2","d","e"," 3987"
"15686",272,10,1497559042651," 3"," Constant2","a","c"," 2982"
"15687",272,11,1497559046315," 3"," Constant2","c","b"," 2927"
"15695",173,8,1497559228982," 3"," Constant2","b","c"," 4025"
"15696",173,9,1497559235420," 3"," Constant2","d","c"," 5830"
"15697",173,10,1497559239284," 3"," Constant2","a","c"," 3047"
"15698",173,11,1497559242861," 3"," Constant2","c","c"," 2320"
"15706",158,8,1497559405170," 1"," Successor2","c","d"," 10704"
"15707",158,9,1497559413224," 1"," Successor2","b","c"," 6607"
"15708",158,10,1497559417224," 1"," Successor2","a","b"," 2664"
"15716",606,8,1497559527874," 2"," Constant1","b","d"," 52282"
"15717",606,9,1497559534406," 2"," Constant1","a","c"," 4373"
"15725",141,8,1497559472025," 0"," Successor1","a","b"," 9584"
"15726",141,9,1497559483356," 0"," Successor1","b","a"," 10415"
"15734",497,8,1497559519989," 4"," Identity1","a","a"," 17880"
"15735",497,9,1497559529001," 4"," Identity1","b","b"," 8287"
"15743",539,8,1497559491787," 3"," Constant2","c","d"," 9645"
"15744",539,9,1497559503659," 3"," Constant2","b","d"," 9428"
"15745",539,10,1497559512141," 3"," Constant2","d","e"," 7172"
"15746",539,11,1497559516268," 3"," Constant2","a","c"," 3284"
"15754",401,8,1497559610489," 0"," Successor1","b","a"," 6057"
"15755",401,9,1497559615030," 0"," Successor1","a","b"," 3494"
"15763",128,8,1497560024468," 2"," Constant1","b","d"," 12506"
"15764",128,9,1497560032528," 2"," Constant1","a","c"," 6576"
"15772",162,8,1497560411276," 4"," Identity1","b","b"," 5575"
"15773",162,9,1497560414415," 4"," Identity1","a","a"," 2272"
"15781",340,8,1497560664092," 1"," Successor2","b","c"," 14767"
"15782",340,9,1497560691378," 1"," Successor2","a","d"," 24346"
"15783",340,10,1497560704076," 1"," Successor2","c","d"," 11021"
"15791",473,8,1497560599493," 1"," Successor2","b","c"," 10798"
"15792",473,9,1497560606082," 1"," Successor2","c","d"," 3817"
"15793",473,10,1497560612523," 1"," Successor2","a","b"," 4556"
"15801",341,8,1497560851847," 3"," Constant2","a","c"," 5939"
"15802",341,9,1497560868373," 3"," Constant2","c","d"," 13905"
"15803",341,10,1497560876770," 3"," Constant2","d","c"," 7588"
"15804",341,11,1497560881187," 3"," Constant2","b","c"," 2994"
"15812",10,8,1497561540576," 4"," Identity1","b","b"," 6111"
"15813",10,9,1497561544999," 4"," Identity1","a","a"," 3836"
"15821",200,8,1497561903541," 2"," Constant1","a","c"," 7944"
"15822",200,9,1497561910006," 2"," Constant1","b","d"," 5852"
"15830",286,8,1497561691399," 0"," Successor1","a","b"," 4550"
"15831",286,9,1497561700560," 0"," Successor1","b","c"," 3033"
"15839",322,8,1497561734702," 3"," Constant2","d","c"," 11544"
"15840",322,9,1497561739108," 3"," Constant2","b","c"," 2273"
"15841",322,10,1497561744959," 3"," Constant2","c","e"," 4970"
"15842",322,11,1497561748092," 3"," Constant2","a","c"," 2431"
"15850",39,8,1497561784159," 4"," Identity1","b","c"," 9397"
"15851",39,9,1497561796531," 4"," Identity1","a","a"," 8500"
"15860",310,8,1497562106056," 1"," Successor2","b","d"," 19595"
"15861",310,9,1497562120976," 1"," Successor2","a","b"," 11446"
"15862",310,10,1497562145106," 1"," Successor2","c","d"," 20980"
"15870",418,8,1497562123858," 0"," Successor1","a","c"," 6365"
"15871",418,9,1497562130631," 0"," Successor1","b","a"," 4639"
"15879",224,8,1497562148094," 2"," Constant1","a","c"," 8336"
"15880",224,9,1497562154629," 2"," Constant1","b","d"," 4742"
"15888",160,8,1497562387463," 2"," Constant1","a","c"," 3020"
"15889",160,9,1497562395463," 2"," Constant1","b","d"," 5962"
"15897",223,8,1497562398790," 1"," Successor2","b","d"," 17094"
"15898",223,9,1497562411892," 1"," Successor2","c","d"," 10957"
"15899",223,10,1497562418941," 1"," Successor2","a","b"," 4712"
"15907",447,8,1497562526340," 3"," Constant2","c","e"," 14088"
"15908",447,9,1497562535972," 3"," Constant2","d","e"," 8560"
"15909",447,10,1497562541858," 3"," Constant2","b","c"," 4976"
"15910",447,11,1497562547422," 3"," Constant2","a","c"," 4703"
"15918",373,8,1497562672914," 4"," Identity1","a","a"," 3756"
"15919",373,9,1497562681559," 4"," Identity1","b","b"," 4420"
"15927",196,8,1497562973125," 0"," Successor1","a","c"," 14063"
"15928",196,9,1497562984966," 0"," Successor1","b","a"," 6528"
"15936",407,8,1497563105311," 4"," Identity1","b","c"," 3772"
"15937",407,9,1497563114161," 4"," Identity1","a","c"," 6432"
"15945",240,8,1497563382418," 0"," Successor1","b","c"," 6618"
"15946",240,9,1497563393095," 0"," Successor1","a","b"," 8959"
"15954",359,8,1497563455336," 1"," Successor2","a","b"," 7798"
"15955",359,9,1497563459551," 1"," Successor2","b","c"," 3622"
"15956",359,10,1497563468264," 1"," Successor2","c","d"," 8048"
"15964",328,8,1497563613952," 3"," Constant2","b","c"," 11687"
"15965",328,9,1497563618055," 3"," Constant2","a","c"," 2143"
"15966",328,10,1497563624031," 3"," Constant2","c","e"," 4768"
"15967",328,11,1497563630215," 3"," Constant2","d","c"," 4736"
"15975",273,8,1497563914560," 2"," Constant1","b","b"," 10138"
"15976",273,9,1497563925562," 2"," Constant1","a","d"," 7132"
"15984",231,8,1497565351411," 3"," Constant2","b","c"," 15211"
"15985",231,9,1497565356909," 3"," Constant2","a","c"," 3784"
"15986",231,10,1497565365181," 3"," Constant2","d","c"," 6117"
"15987",231,11,1497565370091," 3"," Constant2","c","e"," 3907"
"15995",583,8,1497565380215," 1"," Successor2","b","c"," 11143"
"15996",583,9,1497565387367," 1"," Successor2","a","b"," 6119"
"15997",583,10,1497565399334," 1"," Successor2","c","d"," 10583"
"16005",604,8,1497565905778," 0"," Successor1","b","c"," 3644"
"16006",604,9,1497565912284," 0"," Successor1","a","b"," 4104"
"16014",531,8,1497566347872," 2"," Constant1","b","c"," 9478"
"16015",531,9,1497566354895," 2"," Constant1","a","c"," 5464"
"16023",324,8,1497566436758," 4"," Identity1","b","c"," 6289"
"16024",324,9,1497566441133," 4"," Identity1","a","a"," 3519"
"16032",312,8,1497566490348," 0"," Successor1","b","c"," 7856"
"16033",312,9,1497566501267," 0"," Successor1","a","b"," 9203"
"16041",329,8,1497566542540," 1"," Successor2","c","d"," 7959"
"16042",329,9,1497566550596," 1"," Successor2","b","c"," 6479"
"16043",329,10,1497566556076," 1"," Successor2","a","b"," 3321"
"16051",348,8,1497566682841," 3"," Constant2","a","c"," 5283"
"16052",348,9,1497566700257," 3"," Constant2","d","e"," 15040"
"16053",348,10,1497566708282," 3"," Constant2","b","c"," 5448"
"16054",348,11,1497566719467," 3"," Constant2","c","d"," 9971"
"16062",266,8,1497566800936," 2"," Constant1","b","d"," 5336"
"16063",266,9,1497566806639," 2"," Constant1","a","c"," 4072"
"16071",69,8,1497567233409," 4"," Identity1","b","b"," 4343"
"16072",69,9,1497567240124," 4"," Identity1","a","a"," 5947"
"16080",426,8,1497567490391," 1"," Successor2","b","b"," 18038"
"16081",426,9,1497567506349," 1"," Successor2","a","b"," 4959"
"16082",426,10,1497567511767," 1"," Successor2","c","d"," 4301"
"16090",545,8,1497567699974," 4"," Identity1","a","a"," 6304"
"16091",545,9,1497567723997," 4"," Identity1","b","a"," 22688"
"16099",550,8,1497567724839," 2"," Constant1","b","a"," 5190"
"16100",550,9,1497567740638," 2"," Constant1","a","c"," 9832"
"16108",166,8,1497568108928," 3"," Constant2","c","c"," 5624"
"16109",166,9,1497568119495," 3"," Constant2","a","c"," 9853"
"16110",166,10,1497568123518," 3"," Constant2","b","c"," 3128"
"16111",166,11,1497568127231," 3"," Constant2","d","d"," 3087"
"16119",36,8,1497568284679," 0"," Successor1","b","c"," 9289"
"16120",36,9,1497568293500," 0"," Successor1","a","b"," 6231"
"16128",17,8,1497568864843," 2"," Constant1","b","c"," 4420"
"16129",17,9,1497568878254," 2"," Constant1","a","c"," 9720"
"16137",267,8,1497583680558," 4"," Identity1","b","b"," 2982"
"16138",267,9,1497583684187," 4"," Identity1","a","a"," 2475"
"16146",357,8,1497583733352," 1"," Successor2","c","d"," 15528"
"16147",357,9,1497583745047," 1"," Successor2","b","c"," 10498"
"16148",357,10,1497583754663," 1"," Successor2","a","b"," 3156"
"16156",491,8,1497583826552," 3"," Constant2","b","c"," 9130"
"16157",491,9,1497583841710," 3"," Constant2","d","c"," 10152"
"16158",491,10,1497583853009," 3"," Constant2","c","b"," 4738"
"16159",491,11,1497583882917," 3"," Constant2","a","c"," 6103"
"16167",185,8,1497583821072," 0"," Successor1","b","c"," 5257"
"16168",185,9,1497583830317," 0"," Successor1","a","b"," 6112"
"16176",226,8,1497583817729," 2"," Constant1","b","d"," 5815"
"16177",226,9,1497583827723," 2"," Constant1","a","c"," 7792"
"16185",112,8,1497583897483," 4"," Identity1","a","a"," 3354"
"16186",112,9,1497583903183," 4"," Identity1","b","c"," 4222"
"16194",469,8,1497584451610," 0"," Successor1","b","c"," 4252"
"16195",469,9,1497584461591," 0"," Successor1","a","b"," 7107"
"16203",512,8,1497584352743," 1"," Successor2","b","c"," 28573"
"16204",512,9,1497584373982," 1"," Successor2","c","a"," 19954"
"16205",512,10,1497584377760," 1"," Successor2","a","c"," 2684"
"16213",59,8,1497584415615," 3"," Constant2","b","c"," 6354"
"16214",59,9,1497584421351," 3"," Constant2","d","c"," 4889"
"16215",59,10,1497584424653," 3"," Constant2","a","c"," 2767"
"16216",59,11,1497584428589," 3"," Constant2","c","e"," 3488"
"16224",585,8,1497584446376," 1"," Successor2","a","b"," 35111"
"16225",585,9,1497584459183," 1"," Successor2","c","d"," 10596"
